cell_line_id,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,CCLEName
ACH-001555,Mero-14,MERO14,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MERO14_PLEURA
ACH-001556,Mero-25,MERO25,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",MERO25_PLEURA
ACH-001557,Mero-41,MERO41,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MERO41_PLEURA
ACH-001558,Mero-48a,MERO48A,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",MERO48A_PLEURA
ACH-001559,Mero-82,MERO82,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MERO82_PLEURA
ACH-001560,Mero-83,MERO83,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",MERO83_PLEURA
ACH-001562,Mero-95,MERO95,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",MERO95_PLEURA
ACH-001563,MM127,MM127,Skin,Melanoma,Melanoma,MM127_SKIN
ACH-001566,MM370,MM370,Skin,Melanoma,Melanoma,MM370_SKIN
ACH-001567,MM383,MM383,Skin,Melanoma,Melanoma,MM383_SKIN
ACH-001568,MM386,MM386,Skin,Melanoma,Melanoma,MM386_SKIN
ACH-001570,MM426,MM426,Skin,Melanoma,Melanoma,MM426_SKIN
ACH-001574,MOLM-14,MOLM14,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,MOLM14_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001577,MUTZ-8,MUTZ8,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,MUTZ8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001578,NCCIT,NCCIT,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,NCCIT_TESTIS
ACH-001603,NH-12,NH12,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NH12_AUTONOMIC_GANGLIA
ACH-001605,no.10,NO10,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NO10_CENTRAL_NERVOUS_SYSTEM
ACH-001606,no.11,NO11,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NO11_CENTRAL_NERVOUS_SYSTEM
ACH-001607,NOZ,NOZ,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",NOZ_LIVER
ACH-001608,NP 2,NP2,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NP2_CENTRAL_NERVOUS_SYSTEM
ACH-001609,NP 3,NP3,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NP3_CENTRAL_NERVOUS_SYSTEM
ACH-001610,NP 5,NP5,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NP5_CENTRAL_NERVOUS_SYSTEM
ACH-001611,NP 8,NP8,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",NP8_CENTRAL_NERVOUS_SYSTEM
ACH-001613,OCI-AML4,OCIAML4,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001616,OCI-LY18,OCILY18,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001618,OCI-M2,OCIM2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001619,OCUG-1,OCUG1,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",OCUG1_BILIARY_TRACT
ACH-001622,Onda 7,ONDA7,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",ONDA7_CENTRAL_NERVOUS_SYSTEM
ACH-001623,Onda 8,ONDA8,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",ONDA8_CENTRAL_NERVOUS_SYSTEM
ACH-001624,Onda 9,ONDA9,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",ONDA9_CENTRAL_NERVOUS_SYSTEM
ACH-001625,OSC-19,OSC19,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OSC19_UPPER_AERODIGESTIVE_TRACT
ACH-001626,OSC-20,OSC20,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OSC20_UPPER_AERODIGESTIVE_TRACT
ACH-001627,P4E6,P4E6,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",P4E6_PROSTATE
ACH-001628,PEA1,PEA1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,PEA1_OVARY
ACH-001630,PEO1,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,PEO1_OVARY
ACH-001632,PEO4,PEO4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,PEO4_OVARY
ACH-001634,PGA-1,PGA1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001641,SAT,SAT,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,SAT_UPPER_AERODIGESTIVE_TRACT
ACH-001642,SCC-3,SCC3,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001645,SEKI,SEKI,Skin,Melanoma,Melanoma,SEKI_SKIN
ACH-001647,SHI-1,SHI1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001648,Shmac 4,SHMAC4,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",SHMAC4_PROSTATE
ACH-001649,Shmac 5,SHMAC5,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",SHMAC5_PROSTATE
ACH-001650,SISO,SISO,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,SISO_CERVIX
ACH-001651,SKG-I,SKGI,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,SKGI_ENDOMETRIUM
ACH-001652,SKG-II,SKGII,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,SKGII_ENDOMETRIUM
ACH-001653,SK-GT-2,SKGT2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,SKGT2_STOMACH
ACH-001654,SK-GT-4,SKGT4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,SKGT4_OESOPHAGUS
ACH-001655,SKN,SKN,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,SKN_ENDOMETRIUM
ACH-001656,SKNO-1,SKNO1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001662,SNU-2372,SNU2372,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",SNU2372_BREAST
ACH-001664,SNU-638,SNU638,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,SNU638_STOMACH
ACH-001668,SUSA,SUSA,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,SUSA_TESTIS
ACH-001669,TANOUE,TANOUE,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001670,TASK1,TASK1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,TASK1_CENTRAL_NERVOUS_SYSTEM
ACH-001673,TFK-1,TFK1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,TFK1_BILIARY_TRACT
ACH-001674,TGW,TGW,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,TGW_AUTONOMIC_GANGLIA
ACH-001675,TR146,TR146,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,TR146_UPPER_AERODIGESTIVE_TRACT
ACH-001676,Ty-82,TY82,Head and Neck,"Head and Neck Carcinoma, Other",NUT Midline Carcinoma of the Head and Neck,TY82_UPPER_AERODIGESTIVE_TRACT
ACH-001677,U-2904,U2904,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001683,ACC-3133,UACC3133,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,UACC3133_BREAST
ACH-001685,U-HO1,UHO1,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001687,UM-RC-3,UMRC3,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,UMRC3_KIDNEY
ACH-001688,UM-RC-7,UMRC7,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,UMRC7_KIDNEY
ACH-001690,UPCI-SCC-026,UPCISCC026,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC026_UPPER_AERODIGESTIVE_TRACT
ACH-001691,UPCI-SCC-029A,UPCISCC029A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC029A_UPPER_AERODIGESTIVE_TRACT
ACH-001692,UPCI-SCC-040,UPCISCC040,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC040_UPPER_AERODIGESTIVE_TRACT
ACH-001694,UPCI-SCC-074,UPCISCC074,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC074_UPPER_AERODIGESTIVE_TRACT
ACH-001695,UPCI-SCC-099,UPCISCC099,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC099_UPPER_AERODIGESTIVE_TRACT
ACH-001696,UPCI-SCC-111,UPCISCC111,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC111_UPPER_AERODIGESTIVE_TRACT
ACH-001698,UPCI-SCC-116,UPCISCC116,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC116_UPPER_AERODIGESTIVE_TRACT
ACH-001699,UPCI-SCC-131,UPCISCC131,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC131_UPPER_AERODIGESTIVE_TRACT
ACH-001701,UPCI-SCC-200,UPCISCC200,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,UPCISCC200_UPPER_AERODIGESTIVE_TRACT
ACH-001702,VA-ES-BJ,VAESBJ,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,VAESBJ_SOFT_TISSUE
ACH-001707,WA-OSEL,WAOSEL,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,WAOSEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001709,WSU-NHL,WSUNHL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001711,PFSK-1,PFSK1,CNS/Brain,Embryonal Tumor,Primitive Neuroectodermal Tumor,PFSK1_CENTRAL_NERVOUS_SYSTEM
ACH-001715,CAL-72,CAL72,Bone,Osteosarcoma,Osteosarcoma,CAL72_BONE
ACH-001719,OCI-C4P,OCIC4P,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,OCIC4P_OVARY
ACH-001735,SEMK2,SEMK2,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001736,HB11;19,HB1119,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001737,CCRF-HSB-2-DM,CCRFHSB2DM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,CTV1DM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001740,RH28,RH28,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,RH28_SOFT_TISSUE
ACH-001745,RhJT,RHJT,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,RHJT_SOFT_TISSUE
ACH-001750,TTC442,TTC442,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,TTC442_SOFT_TISSUE
ACH-001765,Rh4,RH4,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,RH4_SOFT_TISSUE
ACH-001786,SNU-1544,SNU1544,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,SNU1544_LARGE_INTESTINE
ACH-001791,LPS6,LPS6,Soft Tissue,Liposarcoma,Liposarcoma,LPS6_SOFT_TISSUE
ACH-001793,LPS27,LPS27,Soft Tissue,Liposarcoma,Liposarcoma,LPS27_SOFT_TISSUE
ACH-001794,93T449,93T449,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,93T449_SOFT_TISSUE
ACH-001795,94T778,94T778,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,94T778_SOFT_TISSUE
ACH-001796,95T1000,95T1000,Soft Tissue,Liposarcoma,Well-Differentiated Liposarcoma,95T1000_SOFT_TISSUE
ACH-001799,LPS141,LPS141,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,LPS141_SOFT_TISSUE
ACH-001802,LPS853,LPS853,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,LPS853_SOFT_TISSUE
ACH-001804,LPS510,LPS510,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,LPS510_SOFT_TISSUE
ACH-001814,OS252,OS252,Bone,Osteosarcoma,Osteosarcoma,OS252_BONE
ACH-001819,MFM-223,MFM223,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,MFM223_BREAST
ACH-001820,COLO 824,COLO824,Breast,"Breast Neoplasm, NOS","Breast Neoplasm, NOS",COLO824_BREAST
ACH-001834,MGH-ICC10,MGHICC10,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC10_BILIARY_TRACT
ACH-001835,MGH-ICC10-6,MGHICC106,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC106_BILIARY_TRACT
ACH-001836,MGH-ICC10-8,MGHICC108,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC108_BILIARY_TRACT
ACH-001838,MGH-ICC12,MGHICC12,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC12_BILIARY_TRACT
ACH-001839,MGH-ICC13-7,MGHICC137,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC137_BILIARY_TRACT
ACH-001841,MGH-ECC3,MGHECC3,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,ICC15_BILIARY_TRACT
ACH-001842,MGH-ICC2,MGHICC2,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC2_BILIARY_TRACT
ACH-001843,MGH-ECC4,MGHECC4,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,ICC3_BILIARY_TRACT
ACH-001844,MGH-ICC4,MGHICC4,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC4_BILIARY_TRACT
ACH-001848,MGH-ICC8,MGHICC8,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC8_BILIARY_TRACT
ACH-001849,MGH-ICC9,MGHICC9,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,ICC9_BILIARY_TRACT
ACH-001850,G415,G415,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",G415_BILIARY_TRACT
ACH-001852,HKGZ-CC,HKGZCC,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,HKGZCC_BILIARY_TRACT
ACH-001853,KMCH-1,KMCH1,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,KMCH1_BILIARY_TRACT
ACH-001856,RBE,RBE,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,RBE_BILIARY_TRACT
ACH-001857,SG231,SG231,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,SG231_BILIARY_TRACT
ACH-001858,SSP-25,SSP25,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,SSP25_BILIARY_TRACT
ACH-001861,TGBC1TKB,TGBC1TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,Gallbladder Cancer,TGBC1TKB_BILIARY_TRACT
ACH-001862,TGBC52TKB,TGBC52TKB,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,TGBC52TKB_BILIARY_TRACT
ACH-001863,TKKK,TKKK,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,TKKK_BILIARY_TRACT
ACH-001864,YSCCC,YSCCC,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,YSCCC_BILIARY_TRACT
ACH-001959,CC-LP-1,CCLP1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,CCLP1_BILIARY_TRACT
ACH-001960,CC-SW-1,CCSW1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,CCSW1_BILIARY_TRACT
ACH-001961,MGH-GB2,MGHGB2,Biliary Tract,Intracholecystic Papillary Neoplasm,Gallbladder Cancer,GB2_BILIARY_TRACT
ACH-001970,MM253,MM253,Skin,Melanoma,Melanoma,MM253_SKIN
ACH-001972,MM473,MM473,Skin,Melanoma,Melanoma,MM473_SKIN
ACH-001973,MM485,MM485,Skin,Melanoma,Melanoma,MM485_SKIN
ACH-001975,MM576,MM576,Skin,Melanoma,Melanoma,MM576_SKIN
ACH-001977,NO36,NO36,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NO36_LUNG
ACH-001982,NZM3,NZM3,Skin,Melanoma,Melanoma,NZM3_SKIN
ACH-001986,NZM42,NZM42,Skin,Melanoma,Melanoma,NZM42_SKIN
ACH-001990,NZM7,NZM7,Skin,Melanoma,Melanoma,NZM7_SKIN
ACH-001991,NZOV9,NZOV9,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,NZOV9_OVARY
ACH-001992,ONE58,ONE58,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",ONE58_LUNG
ACH-001993,NALM-16,NALM16,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-001997,MGH-AOVC1,MGHAOVC1,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,ECC2_BILIARY_TRACT
ACH-001999,950-5-BIK,9505BIK,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,9505BIK_PANCREAS
ACH-002001,A-375_DAB_TRAM_R,A375DABTRAMR,Skin,Melanoma,Melanoma,A375_SKIN_CJ1_RESISTANT
ACH-002002,A-375_SCH772984_R,A375SCH772984R,Skin,Melanoma,Melanoma,A375_SKIN_CJ2_RESISTANT
ACH-002003,A-375_DAB_R,A375DABR,Skin,Melanoma,Melanoma,A375_SKIN_CJ3_RESISTANT
ACH-002004,UACC-62_DAB_TRAM_R,UACC62DABTRAMR,Skin,Melanoma,Melanoma,UACC62_SKIN_CJ1_RESISTANT
ACH-002005,SK-MEL-19,SKMEL19,Skin,Melanoma,Cutaneous Melanoma,SKMEL19_SKIN
ACH-002014,Mel270,MEL270,Eye,Ocular Melanoma,Uveal Melanoma,MEL270_UVEA
ACH-002015,Mel285,MEL285,Eye,Ocular Melanoma,Uveal Melanoma,MEL285_UVEA
ACH-002016,Mel290,MEL290,Eye,Ocular Melanoma,Uveal Melanoma,MEL290_UVEA
ACH-002018,Omm2.5,OMM25,Eye,Ocular Melanoma,Uveal Melanoma,OMM25_UVEA
ACH-002019,HOKUG,HOKUG,Cervix,Glassy Cell Carcinoma of the Cervix,Glassy Cell Carcinoma of the Cervix,HOKUG_CERVIX
ACH-002020,SKG-IIIa,SKGIIIA,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,SKGIIIA_CERVIX
ACH-002021,T3M-3,T3M3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,T3M3_PLACENTA
ACH-002023,TGBC18TKB,TGBC18TKB,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,TGBC18TKB_LARGE_INTESTINE
ACH-002024,ECC4,ECC4,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,ECC4_LARGE_INTESTINE
ACH-002025,TT1TKB,TT1TKB,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,TT1TKB_LARGE_INTESTINE
ACH-002026,HHUA,HHUA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,HHUA_ENDOMETRIUM
ACH-002027,HOUA-I,HOUAI,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,HOUAI_ENDOMETRIUM
ACH-002029,SAS,SAS,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SAS_UPPER_AERODIGESTIVE_TRACT
ACH-002030,Sa3,SA3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SA3_UPPER_AERODIGESTIVE_TRACT
ACH-002033,HMMME,HMMME,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",HMMME_LUNG
ACH-002035,LCAM1,LCAM1,Lung,Non-Small Cell Lung Cancer,Poorly Differentiated Non-Small Cell Lung Cancer,LCAM1_LUNG
ACH-002039,PK-8,PK8,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PK8_PANCREAS
ACH-002040,HMV-II,HMVII,Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,HMVII_SKIN
ACH-002041,HOTHC,HOTHC,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,HOTHC_THYROID
ACH-002042,T3M-5,T3M5,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,T3M5_THYROID
ACH-002043,Ca9-22,CA922,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,CA922_UPPER_AERODIGESTIVE_TRACT
ACH-002044,HSQ-89,HSQ89,Head and Neck,Head and Neck Squamous Cell Carcinoma,Sinonasal Squamous Cell Carcinoma,HSQ89_UPPER_AERODIGESTIVE_TRACT
ACH-002045,HO-1-u-1,HO1U1,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,HO1U1_UPPER_AERODIGESTIVE_TRACT
ACH-002046,HTMMT,HTMMT,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,HTMMT_ENDOMETRIUM
ACH-002048,RMS-YM,RMSYM,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,RMSYM_SOFT_TISSUE
ACH-002051,Lu-134-A,LU134A,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU134A_LUNG
ACH-002052,Lu-139,LU139,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU139_LUNG
ACH-002055,TL-1,TL1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002059,P30/OHK,P30OHK,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002060,MY,MY,Myeloid,Acute Leukemias of Ambiguous Lineage,Acute Leukemias of Ambiguous Lineage,MY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002061,P2UR/K-562,P2URK562,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",P2URK562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002062,SLVL,SLVL,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002066,HS-Sch-2,HSSCH2,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,HSSCH2_CENTRAL_NERVOUS_SYSTEM
ACH-002067,NOS-1,NOS1,Bone,Osteosarcoma,Osteosarcoma,NOS1_BONE
ACH-002069,HS-Os-1,HSOS1,Bone,Osteosarcoma,Osteosarcoma,HSOS1_BONE
ACH-002070,HKBMM,HKBMM,CNS/Brain,Meningothelial Tumor,Meningioma,HKBMM_CENTRAL_NERVOUS_SYSTEM
ACH-002077,Lu-165,LU165,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,LU165_LUNG
ACH-002080,TN-2,TN2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,TN2_AUTONOMIC_GANGLIA
ACH-002084,MMAc,MMAC,Skin,Melanoma,Melanoma,MMAC_SKIN
ACH-002142,HuO-3N1,HUO3N1,Bone,Osteosarcoma,Osteosarcoma,HUO3N1_BONE
ACH-002214,BC-1,BC1,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-002215,BC-3,BC3,Lymphoid,Mature B-Cell Neoplasms,Primary Effusion Lymphoma,BC3_PLEURA
ACH-002283,NB5,NB5,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NB5_AUTONOMIC_GANGLIA
